views,subscriber,videoscount,date,year,day_of_week,month,day,week_number,season,quarter,part_of_month
2884491,25702,189,2017-03-05,2017,6,3,5,09,1,0,0
2884491,25758,190,2017-03-06,2017,0,3,6,10,1,0,0
2897294,25807,190,2017-03-07,2017,1,3,7,10,1,0,0
2906185,25846,190,2017-03-08,2017,2,3,8,10,1,0,0
2911356,25867,190,2017-03-09,2017,3,3,9,10,1,0,0
2916379,25887,190,2017-03-10,2017,4,3,10,10,1,0,0
2920670,25905,190,2017-03-11,2017,5,3,11,10,1,0,1
2924920,25927,190,2017-03-12,2017,6,3,12,10,1,0,1
2929176,25951,190,2017-03-13,2017,0,3,13,11,1,0,1
2933595,25967,190,2017-03-14,2017,1,3,14,11,1,0,1
2937614,25988,190,2017-03-15,2017,2,3,15,11,1,0,1
2941805,26006,190,2017-03-16,2017,3,3,16,11,1,0,1
2941805,26017,190,2017-03-17,2017,4,3,17,11,1,0,1
2949573,26055,191,2017-03-18,2017,5,3,18,11,1,0,1
2957441,26071,191,2017-03-19,2017,6,3,19,11,1,0,1
2964392,26099,191,2017-03-20,2017,0,3,20,12,1,0,1
2964392,26118,191,2017-03-21,2017,1,3,21,12,1,0,2
2973426,26144,191,2017-03-22,2017,2,3,22,12,1,0,2
2977353,26163,191,2017-03-23,2017,3,3,23,12,1,0,2
2981143,26186,191,2017-03-24,2017,4,3,24,12,1,0,2
2984914,26198,191,2017-03-25,2017,5,3,25,12,1,0,2
2988610,26221,191,2017-03-26,2017,6,3,26,12,1,0,2
2992329,26242,191,2017-03-27,2017,0,3,27,13,1,0,2
2996499,26256,191,2017-03-28,2017,1,3,28,13,1,0,2
3000192,26262,191,2017-03-29,2017,2,3,29,13,1,0,2
3003965,26273,191,2017-03-30,2017,3,3,30,13,1,0,2
3007578,26276,191,2017-03-31,2017,4,3,31,13,1,0,2
978175,1714,141,2016-10-01,2016,5,10,1,39,3,3,0
979334,1717,141,2016-10-02,2016,6,10,2,39,3,3,0
980539,1719,141,2016-10-03,2016,0,10,3,40,3,3,0
981754,1719,141,2016-10-04,2016,1,10,4,40,3,3,0
982707,1720,141,2016-10-05,2016,2,10,5,40,3,3,0
983727,1720,141,2016-10-06,2016,3,10,6,40,3,3,0
984833,1723,141,2016-10-07,2016,4,10,7,40,3,3,0
985775,1726,141,2016-10-08,2016,5,10,8,40,3,3,0
986688,1731,141,2016-10-09,2016,6,10,9,40,3,3,0
987757,1731,142,2016-10-10,2016,0,10,10,41,3,3,0
988912,1733,142,2016-10-11,2016,1,10,11,41,3,3,1
989868,1734,142,2016-10-12,2016,2,10,12,41,3,3,1
989868,1741,142,2016-10-13,2016,3,10,13,41,3,3,1
991765,1743,142,2016-10-14,2016,4,10,14,41,3,3,1
992661,1748,142,2016-10-15,2016,5,10,15,41,3,3,1
993725,1750,142,2016-10-16,2016,6,10,16,41,3,3,1
994926,1754,143,2016-10-17,2016,0,10,17,42,3,3,1
996069,1756,143,2016-10-18,2016,1,10,18,42,3,3,1
997693,1760,143,2016-10-19,2016,2,10,19,42,3,3,1
998756,1763,143,2016-10-20,2016,3,10,20,42,3,3,1
998756,1767,143,2016-10-21,2016,4,10,21,42,3,3,2
1000864,1768,143,2016-10-22,2016,5,10,22,42,3,3,2
1002173,1769,143,2016-10-23,2016,6,10,23,42,3,3,2
1002173,1770,143,2016-10-24,2016,0,10,24,43,3,3,2
1004752,1771,143,2016-10-25,2016,1,10,25,43,3,3,2
1005962,1774,143,2016-10-26,2016,2,10,26,43,3,3,2
1007219,1777,143,2016-10-27,2016,3,10,27,43,3,3,2
1008712,1780,143,2016-10-28,2016,4,10,28,43,3,3,2
1010028,1782,143,2016-10-29,2016,5,10,29,43,3,3,2
1011464,1785,143,2016-10-30,2016,6,10,30,43,3,3,2
1013048,1788,143,2016-10-31,2016,0,10,31,44,3,3,2
1014411,1792,143,2016-11-01,2016,1,11,1,44,3,3,0
1015667,1794,143,2016-11-02,2016,2,11,2,44,3,3,0
1016990,1796,143,2016-11-03,2016,3,11,3,44,3,3,0
1018306,1796,143,2016-11-04,2016,4,11,4,44,3,3,0
1018306,1797,143,2016-11-05,2016,5,11,5,44,3,3,0
1020747,1796,143,2016-11-06,2016,6,11,6,44,3,3,0
1022144,1800,143,2016-11-07,2016,0,11,7,45,3,3,0
1023546,1806,143,2016-11-08,2016,1,11,8,45,3,3,0
1024685,1805,143,2016-11-09,2016,2,11,9,45,3,3,0
1025889,1806,143,2016-11-10,2016,3,11,10,45,3,3,0
1026996,1808,143,2016-11-11,2016,4,11,11,45,3,3,1
1028260,1808,143,2016-11-12,2016,5,11,12,45,3,3,1
1029800,1811,143,2016-11-13,2016,6,11,13,45,3,3,1
1031347,1815,146,2016-11-14,2016,0,11,14,46,3,3,1
1032805,1817,146,2016-11-15,2016,1,11,15,46,3,3,1
1032805,1821,146,2016-11-16,2016,2,11,16,46,3,3,1
1035135,1824,146,2016-11-17,2016,3,11,17,46,3,3,1
1036334,1827,146,2016-11-18,2016,4,11,18,46,3,3,1
1037411,1827,146,2016-11-19,2016,5,11,19,46,3,3,1
1038630,1833,146,2016-11-20,2016,6,11,20,46,3,3,1
1039920,1834,146,2016-11-21,2016,0,11,21,47,3,3,2
1041011,1837,146,2016-11-22,2016,1,11,22,47,3,3,2
1041901,1838,146,2016-11-23,2016,2,11,23,47,3,3,2
1042851,1842,146,2016-11-24,2016,3,11,24,47,3,3,2
1043890,1845,146,2016-11-25,2016,4,11,25,47,3,3,2
1044927,1848,146,2016-11-26,2016,5,11,26,47,3,3,2
1046038,1849,146,2016-11-27,2016,6,11,27,47,3,3,2
1047189,1853,146,2016-11-28,2016,0,11,28,48,3,3,2
1049481,1855,146,2016-11-29,2016,1,11,29,48,3,3,2
1049162,1856,146,2016-11-30,2016,2,11,30,48,3,3,2
1049162,1864,146,2016-12-01,2016,3,12,1,48,0,3,0
1049162,1866,146,2016-12-02,2016,4,12,2,48,0,3,0
1049162,1871,146,2016-12-03,2016,5,12,3,48,0,3,0
1049162,1871,146,2016-12-04,2016,6,12,4,48,0,3,0
1053242,1872,146,2016-12-05,2016,0,12,5,49,0,3,0
1055801,1873,146,2016-12-06,2016,1,12,6,49,0,3,0
1055801,1878,146,2016-12-07,2016,2,12,7,49,0,3,0
1057949,1876,146,2016-12-08,2016,3,12,8,49,0,3,0
1059130,1881,146,2016-12-09,2016,4,12,9,49,0,3,0
1060296,1884,146,2016-12-10,2016,5,12,10,49,0,3,0
1061716,1883,146,2016-12-11,2016,6,12,11,49,0,3,1
1063304,1886,146,2016-12-12,2016,0,12,12,50,0,3,1
1064743,1893,146,2016-12-13,2016,1,12,13,50,0,3,1
1065995,1894,146,2016-12-14,2016,2,12,14,50,0,3,1
1067277,1896,146,2016-12-15,2016,3,12,15,50,0,3,1
1068543,1898,146,2016-12-16,2016,4,12,16,50,0,3,1
1068543,1900,146,2016-12-17,2016,5,12,17,50,0,3,1
1071093,1903,146,2016-12-18,2016,6,12,18,50,0,3,1
1072491,1904,146,2016-12-19,2016,0,12,19,51,0,3,1
1073768,1904,146,2016-12-20,2016,1,12,20,51,0,3,1
1075040,1905,146,2016-12-21,2016,2,12,21,51,0,3,2
1076211,1908,146,2016-12-22,2016,3,12,22,51,0,3,2
1077356,1910,146,2016-12-23,2016,4,12,23,51,0,3,2
1078556,1911,146,2016-12-24,2016,5,12,24,51,0,3,2
1079895,1914,146,2016-12-25,2016,6,12,25,51,0,3,2
1081005,1914,146,2016-12-26,2016,0,12,26,52,0,3,2
1082044,1915,146,2016-12-27,2016,1,12,27,52,0,3,2
1083253,1918,146,2016-12-28,2016,2,12,28,52,0,3,2
1084414,1919,146,2016-12-29,2016,3,12,29,52,0,3,2
1085601,1922,146,2016-12-30,2016,4,12,30,52,0,3,2
1086763,1925,146,2016-12-31,2016,5,12,31,52,0,3,2
1088030,1929,146,2017-01-01,2017,6,1,1,52,0,0,0
1089275,1932,146,2017-01-02,2017,0,1,2,01,0,0,0
1090398,1934,146,2017-01-03,2017,1,1,3,01,0,0,0
1091496,1936,146,2017-01-04,2017,2,1,4,01,0,0,0
1092554,1937,146,2017-01-05,2017,3,1,5,01,0,0,0
1093596,1939,146,2017-01-06,2017,4,1,6,01,0,0,0
1094638,1939,146,2017-01-07,2017,5,1,7,01,0,0,0
1097090,1941,146,2017-01-08,2017,6,1,8,01,0,0,0
1098259,1946,146,2017-01-09,2017,0,1,9,02,0,0,0
1099441,1949,146,2017-01-10,2017,1,1,10,02,0,0,0
1100493,1954,146,2017-01-11,2017,2,1,11,02,0,0,1
1101568,1954,146,2017-01-12,2017,3,1,12,02,0,0,1
1102721,1956,146,2017-01-13,2017,4,1,13,02,0,0,1
1109494,1960,146,2017-01-14,2017,5,1,14,02,0,0,1
1109494,1964,146,2017-01-15,2017,6,1,15,02,0,0,1
1124501,1967,146,2017-01-16,2017,0,1,16,03,0,0,1
1129813,1969,146,2017-01-17,2017,1,1,17,03,0,0,1
1133200,1969,146,2017-01-18,2017,2,1,18,03,0,0,1
1133214,1973,146,2017-01-19,2017,3,1,19,03,0,0,1
1134313,1974,146,2017-01-20,2017,4,1,20,03,0,0,1
1135476,1978,146,2017-01-21,2017,5,1,21,03,0,0,2
1136658,1985,146,2017-01-22,2017,6,1,22,03,0,0,2
1137983,1988,146,2017-01-23,2017,0,1,23,04,0,0,2
1114192,1990,146,2017-01-24,2017,1,1,24,04,0,0,2
1114192,1991,146,2017-01-25,2017,2,1,25,04,0,0,2
1116412,1993,146,2017-01-26,2017,3,1,26,04,0,0,2
1117572,1994,146,2017-01-27,2017,4,1,27,04,0,0,2
1117572,1996,146,2017-01-28,2017,5,1,28,04,0,0,2
1120563,1997,146,2017-01-29,2017,6,1,29,04,0,0,2
1122061,2003,146,2017-01-30,2017,0,1,30,05,0,0,2
1122061,2007,146,2017-01-31,2017,1,1,31,05,0,0,2
1124605,2013,146,2017-02-01,2017,2,2,1,05,0,0,0
1124605,2014,146,2017-02-02,2017,3,2,2,05,0,0,0
1125772,2018,146,2017-02-03,2017,4,2,3,05,0,0,0
1128133,2022,146,2017-02-04,2017,5,2,4,05,0,0,0
1129535,2023,146,2017-02-05,2017,6,2,5,05,0,0,0
1131189,2027,146,2017-02-06,2017,0,2,6,06,0,0,0
1132734,2031,146,2017-02-07,2017,1,2,7,06,0,0,0
1133875,2031,146,2017-02-08,2017,2,2,8,06,0,0,0
1133875,2034,146,2017-02-09,2017,3,2,9,06,0,0,0
1136197,2042,146,2017-02-10,2017,4,2,10,06,0,0,0
1137340,2047,146,2017-02-11,2017,5,2,11,06,0,0,1
1138667,2054,146,2017-02-12,2017,6,2,12,06,0,0,1
1138667,2054,146,2017-02-13,2017,0,2,13,07,0,0,1
1141301,2056,146,2017-02-14,2017,1,2,14,07,0,0,1
1142333,2061,146,2017-02-15,2017,2,2,15,07,0,0,1
1143238,2064,146,2017-02-16,2017,3,2,16,07,0,0,1
1144307,2067,146,2017-02-17,2017,4,2,17,07,0,0,1
1145380,2069,146,2017-02-18,2017,5,2,18,07,0,0,1
1146593,2071,146,2017-02-19,2017,6,2,19,07,0,0,1
1147707,2073,146,2017-02-20,2017,0,2,20,08,0,0,1
1148725,2074,146,2017-02-21,2017,1,2,21,08,0,0,2
1149702,2080,146,2017-02-22,2017,2,2,22,08,0,0,2
1150651,2084,146,2017-02-23,2017,3,2,23,08,0,0,2
1151632,2085,146,2017-02-24,2017,4,2,24,08,0,0,2
1152688,2091,146,2017-02-25,2017,5,2,25,08,0,0,2
1153743,2093,146,2017-02-26,2017,6,2,26,08,0,0,2
1153743,2093,146,2017-02-27,2017,0,2,27,09,0,0,2
1155905,2100,146,2017-02-28,2017,1,2,28,09,0,0,2
1156845,2104,146,2017-03-01,2017,2,3,1,09,1,0,0
1157788,2108,146,2017-03-02,2017,3,3,2,09,1,0,0
1158717,2105,146,2017-03-03,2017,4,3,3,09,1,0,0
1159568,2110,146,2017-03-04,2017,5,3,4,09,1,0,0
1160428,2109,146,2017-03-05,2017,6,3,5,09,1,0,0
1160428,2109,146,2017-03-06,2017,0,3,6,10,1,0,0
1162279,2110,146,2017-03-07,2017,1,3,7,10,1,0,0
1163063,2114,146,2017-03-08,2017,2,3,8,10,1,0,0
1163858,2117,146,2017-03-09,2017,3,3,9,10,1,0,0
1164668,2118,146,2017-03-10,2017,4,3,10,10,1,0,0
1165452,2122,146,2017-03-11,2017,5,3,11,10,1,0,1
1166339,2126,146,2017-03-12,2017,6,3,12,10,1,0,1
1167378,2128,146,2017-03-13,2017,0,3,13,11,1,0,1
1169531,2130,146,2017-03-14,2017,1,3,14,11,1,0,1
1172904,2135,146,2017-03-15,2017,2,3,15,11,1,0,1
1174836,2138,146,2017-03-16,2017,3,3,16,11,1,0,1
1174836,2141,146,2017-03-17,2017,4,3,17,11,1,0,1
1176835,2144,146,2017-03-18,2017,5,3,18,11,1,0,1
1177728,2145,146,2017-03-19,2017,6,3,19,11,1,0,1
1178792,2146,147,2017-03-20,2017,0,3,20,12,1,0,1
1178792,2149,147,2017-03-21,2017,1,3,21,12,1,0,2
1180510,2155,147,2017-03-22,2017,2,3,22,12,1,0,2
1181308,2157,147,2017-03-23,2017,3,3,23,12,1,0,2
1182174,2160,147,2017-03-24,2017,4,3,24,12,1,0,2
1182940,2161,147,2017-03-25,2017,5,3,25,12,1,0,2
1183780,2163,147,2017-03-26,2017,6,3,26,12,1,0,2
1184690,2164,150,2017-03-27,2017,0,3,27,13,1,0,2
1185509,2166,150,2017-03-28,2017,1,3,28,13,1,0,2
1186361,2169,150,2017-03-29,2017,2,3,29,13,1,0,2
1187065,2169,150,2017-03-30,2017,3,3,30,13,1,0,2
1187977,2172,150,2017-03-31,2017,4,3,31,13,1,0,2
2527585,16770,78,2016-10-01,2016,5,10,1,39,3,3,0
2529223,16776,78,2016-10-02,2016,6,10,2,39,3,3,0
2530975,16784,78,2016-10-03,2016,0,10,3,40,3,3,0
2532635,16790,78,2016-10-04,2016,1,10,4,40,3,3,0
2534333,16800,78,2016-10-05,2016,2,10,5,40,3,3,0
2535917,16812,78,2016-10-06,2016,3,10,6,40,3,3,0
2537524,16818,78,2016-10-07,2016,4,10,7,40,3,3,0
2538893,16824,78,2016-10-08,2016,5,10,8,40,3,3,0
2540072,16830,78,2016-10-09,2016,6,10,9,40,3,3,0
2541503,16836,78,2016-10-10,2016,0,10,10,41,3,3,0
2542787,16843,78,2016-10-11,2016,1,10,11,41,3,3,1
2543982,16850,78,2016-10-12,2016,2,10,12,41,3,3,1
2543982,16849,78,2016-10-13,2016,3,10,13,41,3,3,1
2545944,16848,78,2016-10-14,2016,4,10,14,41,3,3,1
2546858,16854,78,2016-10-15,2016,5,10,15,41,3,3,1
2547792,16859,78,2016-10-16,2016,6,10,16,41,3,3,1
2549134,16867,78,2016-10-17,2016,0,10,17,42,3,3,1
2550149,16874,78,2016-10-18,2016,1,10,18,42,3,3,1
2550983,16880,78,2016-10-19,2016,2,10,19,42,3,3,1
2551961,16880,78,2016-10-20,2016,3,10,20,42,3,3,1
2551961,16885,78,2016-10-21,2016,4,10,21,42,3,3,2
2554104,16892,78,2016-10-22,2016,5,10,22,42,3,3,2
2555284,16897,78,2016-10-23,2016,6,10,23,42,3,3,2
2555284,16903,78,2016-10-24,2016,0,10,24,43,3,3,2
2557398,16909,78,2016-10-25,2016,1,10,25,43,3,3,2
2558296,16914,78,2016-10-26,2016,2,10,26,43,3,3,2
2559232,16915,78,2016-10-27,2016,3,10,27,43,3,3,2
2560266,16917,78,2016-10-28,2016,4,10,28,43,3,3,2
2561231,16911,78,2016-10-29,2016,5,10,29,43,3,3,2
2562107,16913,78,2016-10-30,2016,6,10,30,43,3,3,2
2563051,16917,78,2016-10-31,2016,0,10,31,44,3,3,2
2563929,16922,78,2016-11-01,2016,1,11,1,44,3,3,0
2564759,16928,78,2016-11-02,2016,2,11,2,44,3,3,0
2565450,16929,78,2016-11-03,2016,3,11,3,44,3,3,0
2566132,16930,78,2016-11-04,2016,4,11,4,44,3,3,0
2566132,16927,78,2016-11-05,2016,5,11,5,44,3,3,0
2567350,16930,78,2016-11-06,2016,6,11,6,44,3,3,0
2567904,16928,78,2016-11-07,2016,0,11,7,45,3,3,0
2568784,16932,78,2016-11-08,2016,1,11,8,45,3,3,0
2569392,16934,78,2016-11-09,2016,2,11,9,45,3,3,0
2569967,16936,78,2016-11-10,2016,3,11,10,45,3,3,0
2570538,16937,78,2016-11-11,2016,4,11,11,45,3,3,1
2571107,16941,78,2016-11-12,2016,5,11,12,45,3,3,1
2571737,16945,78,2016-11-13,2016,6,11,13,45,3,3,1
0,1102,0,2017-01-10,2017,1,1,10,02,0,0,0
0,1102,0,2017-01-11,2017,2,1,11,02,0,0,1
0,1101,0,2017-01-12,2017,3,1,12,02,0,0,1
0,1101,0,2017-01-13,2017,4,1,13,02,0,0,1
0,1101,0,2017-01-14,2017,5,1,14,02,0,0,1
0,1101,0,2017-01-15,2017,6,1,15,02,0,0,1
0,1101,0,2017-01-16,2017,0,1,16,03,0,0,1
0,1102,0,2017-01-17,2017,1,1,17,03,0,0,1
0,1102,0,2017-01-18,2017,2,1,18,03,0,0,1
0,1102,0,2017-01-19,2017,3,1,19,03,0,0,1
0,1102,0,2017-01-20,2017,4,1,20,03,0,0,1
0,1102,0,2017-01-21,2017,5,1,21,03,0,0,2
0,1101,0,2017-01-22,2017,6,1,22,03,0,0,2
0,1101,0,2017-01-23,2017,0,1,23,04,0,0,2
0,1101,0,2017-01-24,2017,1,1,24,04,0,0,2
0,1101,0,2017-01-25,2017,2,1,25,04,0,0,2
0,1101,0,2017-01-26,2017,3,1,26,04,0,0,2
0,1101,0,2017-01-27,2017,4,1,27,04,0,0,2
0,1102,0,2017-01-28,2017,5,1,28,04,0,0,2
0,1101,0,2017-01-29,2017,6,1,29,04,0,0,2
0,1100,0,2017-01-30,2017,0,1,30,05,0,0,2
0,1100,0,2017-01-31,2017,1,1,31,05,0,0,2
0,1100,0,2017-02-01,2017,2,2,1,05,0,0,0
0,1101,0,2017-02-02,2017,3,2,2,05,0,0,0
0,1101,0,2017-02-03,2017,4,2,3,05,0,0,0
0,1101,0,2017-02-04,2017,5,2,4,05,0,0,0
0,1101,0,2017-02-05,2017,6,2,5,05,0,0,0
0,1101,0,2017-02-06,2017,0,2,6,06,0,0,0
0,1101,0,2017-02-07,2017,1,2,7,06,0,0,0
0,1102,0,2017-02-08,2017,2,2,8,06,0,0,0
0,1102,0,2017-02-09,2017,3,2,9,06,0,0,0
0,1102,0,2017-02-10,2017,4,2,10,06,0,0,0
0,1102,0,2017-02-11,2017,5,2,11,06,0,0,1
0,1103,0,2017-02-12,2017,6,2,12,06,0,0,1
0,1103,0,2017-02-13,2017,0,2,13,07,0,0,1
0,1103,0,2017-02-14,2017,1,2,14,07,0,0,1
0,1103,0,2017-02-15,2017,2,2,15,07,0,0,1
0,1103,0,2017-02-16,2017,3,2,16,07,0,0,1
0,1102,0,2017-02-17,2017,4,2,17,07,0,0,1
0,1102,0,2017-02-18,2017,5,2,18,07,0,0,1
0,1101,0,2017-02-19,2017,6,2,19,07,0,0,1
0,1102,0,2017-02-20,2017,0,2,20,08,0,0,1
0,1102,0,2017-02-21,2017,1,2,21,08,0,0,2
0,1103,0,2017-02-22,2017,2,2,22,08,0,0,2
0,1103,0,2017-02-23,2017,3,2,23,08,0,0,2
0,1103,0,2017-02-24,2017,4,2,24,08,0,0,2
0,1103,0,2017-02-25,2017,5,2,25,08,0,0,2
0,1103,0,2017-02-26,2017,6,2,26,08,0,0,2
0,1103,0,2017-02-27,2017,0,2,27,09,0,0,2
0,1103,0,2017-02-28,2017,1,2,28,09,0,0,2
0,1103,0,2017-03-01,2017,2,3,1,09,1,0,0
0,1104,0,2017-03-02,2017,3,3,2,09,1,0,0
0,1104,0,2017-03-03,2017,4,3,3,09,1,0,0
0,1104,0,2017-03-04,2017,5,3,4,09,1,0,0
0,1104,0,2017-03-05,2017,6,3,5,09,1,0,0
0,1105,0,2017-03-06,2017,0,3,6,10,1,0,0
0,1105,0,2017-03-07,2017,1,3,7,10,1,0,0
0,1104,0,2017-03-08,2017,2,3,8,10,1,0,0
0,1104,0,2017-03-09,2017,3,3,9,10,1,0,0
0,1104,0,2017-03-10,2017,4,3,10,10,1,0,0
0,1104,0,2017-03-11,2017,5,3,11,10,1,0,1
0,1104,0,2017-03-12,2017,6,3,12,10,1,0,1
0,1103,0,2017-03-13,2017,0,3,13,11,1,0,1
0,1102,0,2017-03-14,2017,1,3,14,11,1,0,1
0,1102,0,2017-03-15,2017,2,3,15,11,1,0,1
0,1102,0,2017-03-16,2017,3,3,16,11,1,0,1
0,1102,0,2017-03-17,2017,4,3,17,11,1,0,1
0,1102,0,2017-03-18,2017,5,3,18,11,1,0,1
0,1102,0,2017-03-19,2017,6,3,19,11,1,0,1
0,1102,0,2017-03-20,2017,0,3,20,12,1,0,1
0,1102,0,2017-03-21,2017,1,3,21,12,1,0,2
0,1103,0,2017-03-22,2017,2,3,22,12,1,0,2
0,1098,0,2017-03-23,2017,3,3,23,12,1,0,2
0,1098,0,2017-03-24,2017,4,3,24,12,1,0,2
0,1099,0,2017-03-25,2017,5,3,25,12,1,0,2
0,1100,0,2017-03-26,2017,6,3,26,12,1,0,2
0,1100,0,2017-03-27,2017,0,3,27,13,1,0,2
0,1101,0,2017-03-28,2017,1,3,28,13,1,0,2
0,1102,0,2017-03-29,2017,2,3,29,13,1,0,2
0,1102,0,2017-03-30,2017,3,3,30,13,1,0,2
0,1102,0,2017-03-31,2017,4,3,31,13,1,0,2
1798308,1606,21,2016-10-01,2016,5,10,1,39,3,3,0
1798811,1606,21,2016-10-02,2016,6,10,2,39,3,3,0
1799473,1607,21,2016-10-03,2016,0,10,3,40,3,3,0
1800029,1607,21,2016-10-04,2016,1,10,4,40,3,3,0
1800514,1607,21,2016-10-05,2016,2,10,5,40,3,3,0
1800984,1608,21,2016-10-06,2016,3,10,6,40,3,3,0
1801619,1608,21,2016-10-07,2016,4,10,7,40,3,3,0
1802228,1608,21,2016-10-08,2016,5,10,8,40,3,3,0
1802946,1608,21,2016-10-09,2016,6,10,9,40,3,3,0
1803697,1608,21,2016-10-10,2016,0,10,10,41,3,3,0
1804440,1608,21,2016-10-11,2016,1,10,11,41,3,3,1
1805001,1608,21,2016-10-12,2016,2,10,12,41,3,3,1
1805001,1607,21,2016-10-13,2016,3,10,13,41,3,3,1
1806005,1606,21,2016-10-14,2016,4,10,14,41,3,3,1
1806560,1605,21,2016-10-15,2016,5,10,15,41,3,3,1
1807184,1605,21,2016-10-16,2016,6,10,16,41,3,3,1
1807888,1605,21,2016-10-17,2016,0,10,17,42,3,3,1
1808471,1605,21,2016-10-18,2016,1,10,18,42,3,3,1
1809004,1605,21,2016-10-19,2016,2,10,19,42,3,3,1
1809452,1605,21,2016-10-20,2016,3,10,20,42,3,3,1
1809452,1603,21,2016-10-21,2016,4,10,21,42,3,3,2
1810411,1603,21,2016-10-22,2016,5,10,22,42,3,3,2
1811032,1603,21,2016-10-23,2016,6,10,23,42,3,3,2
1811032,1604,21,2016-10-24,2016,0,10,24,43,3,3,2
1812394,1604,21,2016-10-25,2016,1,10,25,43,3,3,2
1812901,1605,21,2016-10-26,2016,2,10,26,43,3,3,2
1813434,1605,21,2016-10-27,2016,3,10,27,43,3,3,2
1813926,1605,21,2016-10-28,2016,4,10,28,43,3,3,2
1814405,1603,21,2016-10-29,2016,5,10,29,43,3,3,2
1815036,1602,21,2016-10-30,2016,6,10,30,43,3,3,2
1815698,1602,21,2016-10-31,2016,0,10,31,44,3,3,2
1816253,1601,21,2016-11-01,2016,1,11,1,44,3,3,0
1816749,1600,21,2016-11-02,2016,2,11,2,44,3,3,0
1817255,1600,21,2016-11-03,2016,3,11,3,44,3,3,0
1817776,1600,21,2016-11-04,2016,4,11,4,44,3,3,0
1817776,1600,21,2016-11-05,2016,5,11,5,44,3,3,0
1818605,1600,21,2016-11-06,2016,6,11,6,44,3,3,0
1819160,1600,21,2016-11-07,2016,0,11,7,45,3,3,0
1819755,1601,21,2016-11-08,2016,1,11,8,45,3,3,0
1820335,1602,21,2016-11-09,2016,2,11,9,45,3,3,0
1820851,1603,21,2016-11-10,2016,3,11,10,45,3,3,0
1821418,1605,21,2016-11-11,2016,4,11,11,45,3,3,1
1821990,1605,21,2016-11-12,2016,5,11,12,45,3,3,1
1822659,1605,21,2016-11-13,2016,6,11,13,45,3,3,1
1823399,1604,21,2016-11-14,2016,0,11,14,46,3,3,1
1824017,1604,21,2016-11-15,2016,1,11,15,46,3,3,1
1824017,1604,21,2016-11-16,2016,2,11,16,46,3,3,1
1825101,1604,21,2016-11-17,2016,3,11,17,46,3,3,1
1825605,1604,21,2016-11-18,2016,4,11,18,46,3,3,1
1826125,1604,21,2016-11-19,2016,5,11,19,46,3,3,1
1826583,1604,21,2016-11-20,2016,6,11,20,46,3,3,1
1827139,1605,21,2016-11-21,2016,0,11,21,47,3,3,2
1827710,1605,21,2016-11-22,2016,1,11,22,47,3,3,2
1828290,1608,21,2016-11-23,2016,2,11,23,47,3,3,2
1828937,1609,21,2016-11-24,2016,3,11,24,47,3,3,2
1829611,1609,21,2016-11-25,2016,4,11,25,47,3,3,2
1830220,1609,21,2016-11-26,2016,5,11,26,47,3,3,2
1830877,1610,21,2016-11-27,2016,6,11,27,47,3,3,2
1831610,1610,21,2016-11-28,2016,0,11,28,48,3,3,2
1832877,1611,21,2016-11-29,2016,1,11,29,48,3,3,2
1832772,1610,21,2016-11-30,2016,2,11,30,48,3,3,2
1832772,1608,21,2016-12-01,2016,3,12,1,48,0,3,0
1832772,1608,21,2016-12-02,2016,4,12,2,48,0,3,0
1832772,1609,21,2016-12-03,2016,5,12,3,48,0,3,0
1832772,1610,21,2016-12-04,2016,6,12,4,48,0,3,0
1834853,1610,21,2016-12-05,2016,0,12,5,49,0,3,0
1835991,1610,21,2016-12-06,2016,1,12,6,49,0,3,0
2572458,16949,78,2016-11-14,2016,0,11,14,46,3,3,1
2573057,16951,78,2016-11-15,2016,1,11,15,46,3,3,1
2573057,16950,78,2016-11-16,2016,2,11,16,46,3,3,1
2574379,16949,78,2016-11-17,2016,3,11,17,46,3,3,1
2575112,16952,78,2016-11-18,2016,4,11,18,46,3,3,1
2575812,16956,78,2016-11-19,2016,5,11,19,46,3,3,1
2576423,16957,78,2016-11-20,2016,6,11,20,46,3,3,1
2577060,16959,78,2016-11-21,2016,0,11,21,47,3,3,2
2577713,16961,78,2016-11-22,2016,1,11,22,47,3,3,2
2578241,16962,78,2016-11-23,2016,2,11,23,47,3,3,2
2578241,16956,78,2016-11-24,2016,3,11,24,47,3,3,2
2579404,16957,78,2016-11-25,2016,4,11,25,47,3,3,2
2580028,16959,78,2016-11-26,2016,5,11,26,47,3,3,2
2580502,16965,78,2016-11-27,2016,6,11,27,47,3,3,2
2581056,16968,78,2016-11-28,2016,0,11,28,48,3,3,2
2582557,16968,78,2016-11-29,2016,1,11,29,48,3,3,2
2582153,16966,78,2016-11-30,2016,2,11,30,48,3,3,2
2582153,16968,78,2016-12-01,2016,3,12,1,48,0,3,0
2582153,16971,78,2016-12-02,2016,4,12,2,48,0,3,0
2582153,16971,78,2016-12-03,2016,5,12,3,48,0,3,0
2582153,16973,78,2016-12-04,2016,6,12,4,48,0,3,0
2584538,16974,78,2016-12-05,2016,0,12,5,49,0,3,0
2585757,16973,78,2016-12-06,2016,1,12,6,49,0,3,0
2585757,16979,78,2016-12-07,2016,2,12,7,49,0,3,0
2587315,16983,78,2016-12-08,2016,3,12,8,49,0,3,0
2587959,16987,78,2016-12-09,2016,4,12,9,49,0,3,0
2588723,16991,78,2016-12-10,2016,5,12,10,49,0,3,0
